Record,Annihilator FFA,Annihilator 2-TDM,Annihilator 4-TDM,Annihilator Maze,Assassin FFA,Assassin 2-TDM,Assassin 4-TDM,Assassin Maze,Auto 3 FFA,Auto 3 2-TDM,Auto 3 4-TDM,Auto 3 Maze,Auto 5 FFA,Auto 5 2-TDM,Auto 5 4-TDM,Auto 5 Maze,Auto Gunner FFA,Auto Gunner 2-TDM,Auto Gunner 4-TDM,Auto Gunner Maze,Auto Smasher FFA,Auto Smasher 2-TDM,Auto Smasher 4-TDM,Auto Smasher Maze,Auto Trapper FFA,Auto Trapper 2-TDM,Auto Trapper 4-TDM,Auto Trapper Maze,Basic Tank FFA,Basic Tank 2-TDM,Basic Tank 4-TDM,Basic Tank Maze,Battleship FFA,Battleship 2-TDM,Battleship 4-TDM,Battleship Maze,Booster FFA,Booster 2-TDM,Booster 4-TDM,Booster Maze,Destroyer FFA,Destroyer 2-TDM,Destroyer 4-TDM,Destroyer Maze,Factory FFA,Factory 2-TDM,Factory 4-TDM,Factory Maze,Fighter FFA,Fighter 2-TDM,Fighter 4-TDM,Fighter Maze,Flank Guard FFA,Flank Guard 2-TDM,Flank Guard 4-TDM,Flank Guard Maze,Gunner FFA,Gunner 2-TDM,Gunner 4-TDM,Gunner Maze,Gunner Trapper FFA,Gunner Trapper 2-TDM,Gunner Trapper 4-TDM,Gunner Trapper Maze,Hunter FFA,Hunter 2-TDM,Hunter 4-TDM,Hunter Maze,Hybrid FFA,Hybrid 2-TDM,Hybrid 4-TDM,Hybrid Maze,Landmine FFA,Landmine 2-TDM,Landmine 4-TDM,Landmine Maze,Machine Gun FFA,Machine Gun 2-TDM,Machine Gun 4-TDM,Machine Gun Maze,Manager FFA,Manager 2-TDM,Manager 4-TDM,Manager Maze,Mega Trapper FFA,Mega Trapper 2-TDM,Mega Trapper 4-TDM,Mega Trapper Maze,Necromancer FFA,Necromancer 2-TDM,Necromancer 4-TDM,Necromancer Maze,Octo Tank FFA,Octo Tank 2-TDM,Octo Tank 4-TDM,Octo Tank Maze,Overlord FFA,Overlord 2-TDM,Overlord 4-TDM,Overlord Maze,Overseer FFA,Overseer 2-TDM,Overseer 4-TDM,Overseer Maze,Overtrapper FFA,Overtrapper 2-TDM,Overtrapper 4-TDM,Overtrapper Maze,Penta Shot FFA,Penta Shot 2-TDM,Penta Shot 4-TDM,Penta Shot Maze,Predator FFA,Predator 2-TDM,Predator 4-TDM,Predator Maze,Quad Tank FFA,Quad Tank 2-TDM,Quad Tank 4-TDM,Quad Tank Maze,Ranger FFA,Ranger 2-TDM,Ranger 4-TDM,Ranger Maze,Rocketeer FFA,Rocketeer 2-TDM,Rocketeer 4-TDM,Rocketeer Maze,Skimmer FFA,Skimmer 2-TDM,Skimmer 4-TDM,Skimmer Maze,Skimmer v2 FFA,Skimmer v2 2-TDM,Skimmer v2 4-TDM,Skimmer v2 Maze,Smasher FFA,Smasher 2-TDM,Smasher 4-TDM,Smasher Maze,Sniper FFA,Sniper 2-TDM,Sniper 4-TDM,Sniper Maze,Spike FFA,Spike 2-TDM,Spike 4-TDM,Spike Maze,Sprayer FFA,Sprayer 2-TDM,Sprayer 4-TDM,Sprayer Maze,Spread Shot FFA,Spread Shot 2-TDM,Spread Shot 4-TDM,Spread Shot Maze,Stalker FFA,Stalker 2-TDM,Stalker 4-TDM,Stalker Maze,Streamliner FFA,Streamliner 2-TDM,Streamliner 4-TDM,Streamliner Maze,Trapper FFA,Trapper 2-TDM,Trapper 4-TDM,Trapper Maze,Tri-Angle FFA,Tri-Angle 2-TDM,Tri-Angle 4-TDM,Tri-Angle Maze,Tri-Trapper FFA,Tri-Trapper 2-TDM,Tri-Trapper 4-TDM,Tri-Trapper Maze,Triple Shot FFA,Triple Shot 2-TDM,Triple Shot 4-TDM,Triple Shot Maze,Triple Twin FFA,Triple Twin 2-TDM,Triple Twin 4-TDM,Triple Twin Maze,Triplet FFA,Triplet 2-TDM,Triplet 4-TDM,Triplet Maze,Twin FFA,Twin 2-TDM,Twin 4-TDM,Twin Maze,Twin Flank FFA,Twin Flank 2-TDM,Twin Flank 4-TDM,Twin Flank Maze
2020-10-13,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1771688,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-14,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1771688,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-15,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1771688,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-16,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-17,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-18,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1183132,1394305
2020-10-19,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-20,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-21,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-22,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-23,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-24,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,690351,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-25,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,706582,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-26,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,706582,1350000,1889693,1574328,992281,1174112,995938,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
2020-10-27,2623133,2645563,2505312,2017728,1155333,1577997,1247606,1004233,1055908,1340143,1151342,381562,2257544,2014976,2284322,1035823,3150258,2101928,2097543,2176532,1276086,1898659,2352074,685742,1069107,1358280,1019753,1505523,1081113,1243768,1135372,700728,1226641,1477990,1501400,1177315,3396346,1913058,2444498,1693973,1446382,2450000,2962409,1044438,3257309,2118831,2558362,2307821,3911096,3015477,3015533,1883123,1523036,1250000,2053210,719129,1391211,1247364,1312223,678672,2163031,1643569,1631058,1204182,1000369,1326841,1614387,498154,3084274,2512999,2649489,1609638,1300171,1980795,1324921,1067269,2119560,1501625,1465269,1404963,2255780,5935662,3615496,2184103,504894,775456,686332,425813,1778102,3606219,3732566,1072049,2620550,2185292,2611412,1377845,4302151,5661438,6143604,3005642,1839114,4955893,3062986,2112439,515908,1103263,910582,557728,2909169,3297363,2668217,2001579,2248698,2042012,1994816,778197,1241530,1591318,1577203,627529,1477346,2266241,2232016,682144,1829195,2486691,2689905,706582,1350000,1889693,1574328,992281,1174112,1017085,1231721,643652,1112998,3018592,1637919,888532,1988233,2135639,1968162,625006,1500182,3413945,2184726,949517,3943911,1785601,1950000,1566372,3455448,3221201,3092362,1679895,1033212,1831360,1679852,477020,1474080,1691401,1278080,1317739,440806,741328,574647,403864,2149054,2078653,1912716,1247070,1101225,805722,955192,648070,1386145,1353824,1477147,603582,1929601,1706965,4189691,1951086,2678930,1756620,2001142,1720568,1974352,1529082,1706260,1417462,1224300,1416230,1455219,1394305
